dist,lon,lat,depth_m
8.181397845,-38.57061845,23.88145181,-5246
8.198336557,-38.55393749,23.87850811,-4891
8.215275269,-38.53725652,23.87556441,-4680
8.232213981,-38.52057556,23.87262071,-4505
8.249152692,-38.50389459,23.86967701,-4600
8.266091404,-38.48721363,23.86673331,-4806
8.283030116,-38.47053266,23.86378961,-5063
8.299968828,-38.4538517,23.86084591,-5298
8.31690754,-38.43717073,23.85790221,-5423
8.333846252,-38.42048977,23.85495851,-5516
8.350784964,-38.4038088,23.85201481,-5569
8.367723676,-38.38712784,23.84907111,-5523
8.384662388,-38.37044687,23.84612742,-5265
8.401601099,-38.35376591,23.84318372,-4982
8.418539811,-38.33708494,23.84024002,-4868
8.435478523,-38.32040398,23.83729632,-4844
8.452417235,-38.30372301,23.83435262,-4819
8.469355947,-38.28704205,23.83140892,-4816
8.486294659,-38.27036108,23.82846522,-4875
8.503233371,-38.25368012,23.82552152,-4965
8.520172083,-38.23699915,23.82257782,-5145
8.537110795,-38.22031819,23.81963412,-5205
8.554049506,-38.20363722,23.81669042,-4994
8.570988218,-38.18695626,23.81374672,-4805
8.58792693,-38.17027529,23.81080302,-4790
8.604865642,-38.15359433,23.80785932,-4952
8.621804354,-38.13691336,23.80491562,-5209
8.638743066,-38.1202324,23.80197192,-5433
8.655681778,-38.10355143,23.79902822,-5485
8.67262049,-38.08687047,23.79608452,-5451
8.689559202,-38.0701895,23.79314082,-5406
8.706497914,-38.05350854,23.79019712,-5360
8.723436625,-38.03682757,23.78725342,-5460
8.740375337,-38.02014661,23.78430972,-5537
8.757314049,-38.00346564,23.78136602,-5522
8.774252761,-37.98678468,23.77842232,-5466
8.791191473,-37.97010371,23.77547862,-5403
8.808130185,-37.95342275,23.77253492,-5427
8.825068897,-37.93674178,23.76959122,-5409
8.842007609,-37.92006082,23.76664752,-5456
8.858946321,-37.90337985,23.76370382,-5582
8.875885032,-37.88669889,23.76076012,-5737
8.892823744,-37.87001792,23.75781642,-6006
8.909762456,-37.85333696,23.75487272,-6104
8.926701168,-37.83665599,23.75192902,-6186
8.94363988,-37.81997503,23.74898533,-6251
8.960578592,-37.80329406,23.74604163,-6291
8.977517304,-37.7866131,23.74309793,-6293
8.994456016,-37.76993213,23.74015423,-6245
9.011394728,-37.75325117,23.73721053,-6164
9.02833344,-37.7365702,23.73426683,-6142
9.045272151,-37.71988924,23.73132313,-6171
9.062210863,-37.70320827,23.72837943,-6219
9.079149575,-37.68652731,23.72543573,-6202
9.096088287,-37.66984634,23.72249203,-5965
9.113026999,-37.65316538,23.71954833,-5747
9.129965711,-37.63648441,23.71660463,-5767
9.146904423,-37.61980345,23.71366093,-5878
9.163843135,-37.60312248,23.71071723,-5965
9.180781847,-37.58644152,23.70777353,-6020
9.197720558,-37.56976055,23.70482983,-6073
9.21465927,-37.55307959,23.70188613,-6074
9.231597982,-37.53639862,23.69894243,-6008
9.248536694,-37.51971766,23.69599873,-5959
9.265475406,-37.50303669,23.69305503,-5993
9.282414118,-37.48635573,23.69011133,-5921
9.29935283,-37.46967476,23.68716763,-5936
9.316291542,-37.4529938,23.68422393,-5903
9.333230254,-37.43631283,23.68128023,-5801
9.350168966,-37.41963187,23.67833653,-5669
9.367107677,-37.4029509,23.67539283,-5529
9.384046389,-37.38626994,23.67244913,-5268
9.400985101,-37.36958897,23.66950543,-5172
9.417923813,-37.35290801,23.66656173,-5094
9.434862525,-37.33622704,23.66361803,-5031
9.451801237,-37.31954608,23.66067433,-4991
9.468739949,-37.30286511,23.65773063,-4958
9.485678661,-37.28618415,23.65478693,-5018
9.502617373,-37.26950318,23.65184323,-5136
9.519556084,-37.25282222,23.64889954,-5249
9.536494796,-37.23614125,23.64595584,-5290
9.553433508,-37.21946029,23.64301214,-5290
9.57037222,-37.20277932,23.64006844,-5255
9.587310932,-37.18609836,23.63712474,-5197
9.604249644,-37.16941739,23.63418104,-5159
9.621188356,-37.15273643,23.63123734,-5160
9.638127068,-37.13605546,23.62829364,-5220
9.65506578,-37.1193745,23.62534994,-5317
9.672004491,-37.10269353,23.62240624,-5439
9.688943203,-37.08601257,23.61946254,-5564
9.705881915,-37.0693316,23.61651884,-5709
9.722820627,-37.05265064,23.61357514,-5819
9.739759339,-37.03596967,23.61063144,-5839
9.756698051,-37.01928871,23.60768774,-5860
9.773636763,-37.00260774,23.60474404,-5819
9.790575475,-36.98592678,23.60180034,-5768
9.807514187,-36.96924581,23.59885664,-5706
9.824452899,-36.95256485,23.59591294,-5636
9.84139161,-36.93588388,23.59296924,-5572
9.858330322,-36.91920292,23.59002554,-5516
9.875269034,-36.90252195,23.58708184,-5565
9.892207746,-36.88584099,23.58413814,-5642
9.909146458,-36.86916002,23.58119444,-5731
9.92608517,-36.85247906,23.57825074,-5804
9.943023882,-36.83579809,23.57530704,-5866
9.959962594,-36.81911713,23.57236334,-6012
9.976901306,-36.80243616,23.56941964,-5981
9.993840017,-36.7857552,23.56647594,-5930
10.01077873,-36.76907423,23.56353224,-5908
10.02771744,-36.75239327,23.56058854,-5904
10.04465615,-36.7357123,23.55764484,-5945
10.06159487,-36.71903134,23.55470114,-5906
10.07853358,-36.70235038,23.55175744,-5855
10.09547229,-36.68566941,23.54881375,-5788
10.112411,-36.66898845,23.54587005,-5720
10.12934971,-36.65230748,23.54292635,-5651
10.14628842,-36.63562652,23.53998265,-5503
10.16322714,-36.61894555,23.53703895,-5443
10.18016585,-36.60226459,23.53409525,-5422
10.19710456,-36.58558362,23.53115155,-5437
10.21404327,-36.56890266,23.52820785,-5485
10.23098198,-36.55222169,23.52526415,-5551
10.2479207,-36.53554073,23.52232045,-5633
10.26485941,-36.51885976,23.51937675,-5756
10.28179812,-36.5021788,23.51643305,-5868
10.29873683,-36.48549783,23.51348935,-5954
10.31567554,-36.46881687,23.51054565,-5919
10.33261426,-36.4521359,23.50760195,-5914
10.34955297,-36.43545494,23.50465825,-5837
10.36649168,-36.41877397,23.50171455,-5749
10.38343039,-36.40209301,23.49877085,-5667
10.4003691,-36.38541204,23.49582715,-5600
10.41730781,-36.36873108,23.49288345,-5559
10.43424653,-36.35205011,23.48993975,-5525
10.45118524,-36.33536915,23.48699605,-5567
10.46812395,-36.31868818,23.48405235,-5648
10.48506266,-36.30200722,23.48110865,-5729
10.50200137,-36.28532625,23.47816495,-5773
10.51894009,-36.26864529,23.47522125,-5771
10.5358788,-36.25196432,23.47227755,-5761
10.55281751,-36.23528336,23.46933385,-5738
10.56975622,-36.21860239,23.46639015,-5757
10.58669493,-36.20192143,23.46344645,-5795
10.60363365,-36.18524046,23.46050275,-5841
10.62057236,-36.1685595,23.45755905,-5909
10.63751107,-36.15187853,23.45461535,-5924
10.65444978,-36.13519757,23.45167166,-5880
10.67138849,-36.1185166,23.44872796,-5793
10.68832721,-36.10183564,23.44578426,-5734
10.70526592,-36.08515467,23.44284056,-5649
10.72220463,-36.06847371,23.43989686,-5523
10.73914334,-36.05179274,23.43695316,-5422
10.75608205,-36.03511178,23.43400946,-5451
10.77302076,-36.01843081,23.43106576,-5519
10.78995948,-36.00174985,23.42812206,-5540
10.80689819,-35.98506888,23.42517836,-5560
10.8238369,-35.96838792,23.42223466,-5623
10.84077561,-35.95170695,23.41929096,-5758
10.85771432,-35.93502599,23.41634726,-5856
10.87465304,-35.91834502,23.41340356,-5969
10.89159175,-35.90166406,23.41045986,-6023
10.90853046,-35.88498309,23.40751616,-6078
10.92546917,-35.86830213,23.40457246,-6108
10.94240788,-35.85162116,23.40162876,-6066
10.9593466,-35.8349402,23.39868506,-5941
10.97628531,-35.81825923,23.39574136,-5768
10.99322402,-35.80157827,23.39279766,-5601
11.01016273,-35.7848973,23.38985396,-5571
11.02710144,-35.76821634,23.38691026,-5641
11.04404015,-35.75153537,23.38396656,-5793
11.06097887,-35.73485441,23.38102286,-5968
11.07791758,-35.71817344,23.37807916,-6139
11.09485629,-35.70149248,23.37513546,-6284
11.111795,-35.68481151,23.37219176,-6343
11.12873371,-35.66813055,23.36924806,-6366
11.14567243,-35.65144958,23.36630436,-6312
11.16261114,-35.63476862,23.36336066,-6196
11.17954985,-35.61808765,23.36041696,-6050
11.19648856,-35.60140669,23.35747326,-5952
11.21342727,-35.58472572,23.35452956,-5866
11.23036599,-35.56804476,23.35158587,-5850
11.2473047,-35.55136379,23.34864217,-5858
11.26424341,-35.53468283,23.34569847,-5867
11.28118212,-35.51800186,23.34275477,-5845
11.29812083,-35.5013209,23.33981107,-6093
11.31505955,-35.48463993,23.33686737,-6061
11.33199826,-35.46795897,23.33392367,-6039
11.34893697,-35.451278,23.33097997,-6011
11.36587568,-35.43459704,23.32803627,-5960
11.38281439,-35.41791607,23.32509257,-5887
11.3997531,-35.40123511,23.32214887,-5875
11.41669182,-35.38455414,23.31920517,-5754
11.43363053,-35.36787318,23.31626147,-5713
11.45056924,-35.35119221,23.31331777,-5722
11.46750795,-35.33451125,23.31037407,-5800
11.48444666,-35.31783028,23.30743037,-5952
11.50138538,-35.30114932,23.30448667,-6069
11.51832409,-35.28446835,23.30154297,-6164
11.5352628,-35.26778739,23.29859927,-6212
11.55220151,-35.25110642,23.29565557,-6244
11.56914022,-35.23442546,23.29271187,-6283
11.58607894,-35.21774449,23.28976817,-6263
11.60301765,-35.20106353,23.28682447,-6111
11.61995636,-35.18438256,23.28388077,-5899
11.63689507,-35.1677016,23.28093707,-5796
11.65383378,-35.15102063,23.27799337,-5732
11.67077249,-35.13433967,23.27504967,-5807
11.68771121,-35.1176587,23.27210597,-5836
11.70464992,-35.10097774,23.26916227,-5867
11.72158863,-35.08429677,23.26621857,-5858
11.73852734,-35.06761581,23.26327487,-5797
11.75546605,-35.05093484,23.26033117,-5664
11.77240477,-35.03425388,23.25738747,-5231
11.78934348,-35.01757291,23.25444378,-5008
11.80628219,-35.00089195,23.25150008,-4889
11.8232209,-34.98421098,23.24855638,-4867
11.84015961,-34.96753002,23.24561268,-5037
11.85709833,-34.95084905,23.24266898,-5218
11.87403704,-34.93416809,23.23972528,-5078
11.89097575,-34.91748712,23.23678158,-5181
11.90791446,-34.90080616,23.23383788,-5358
11.92485317,-34.88412519,23.23089418,-5582
11.94179189,-34.86744423,23.22795048,-5826
11.9587306,-34.85076326,23.22500678,-6027
11.97566931,-34.8340823,23.22206308,-6048
11.99260802,-34.81740133,23.21911938,-6084
12.00954673,-34.80072037,23.21617568,-6125
12.02648544,-34.7840394,23.21323198,-6153
12.04342416,-34.76735844,23.21028828,-6112
12.06036287,-34.75067747,23.20734458,-5804
12.07730158,-34.73399651,23.20440088,-5565
12.09424029,-34.71731554,23.20145718,-5368
12.111179,-34.70063458,23.19851348,-5339
12.12811772,-34.68395361,23.19556978,-5400
12.14505643,-34.66727265,23.19262608,-5444
12.16199514,-34.65059168,23.18968238,-5105
12.17893385,-34.63391072,23.18673868,-5131
12.19587256,-34.61722975,23.18379498,-5154
12.21281128,-34.60054879,23.18085128,-5181
12.22974999,-34.58386782,23.17790758,-5262
12.2466887,-34.56718686,23.17496388,-5343
12.26362741,-34.55050589,23.17202018,-5363
12.28056612,-34.53382493,23.16907648,-5353
12.29750484,-34.51714396,23.16613278,-5325
12.31444355,-34.500463,23.16318908,-5290
12.33138226,-34.48378203,23.16024538,-5287
12.34832097,-34.46710107,23.15730168,-5049
12.36525968,-34.4504201,23.15435799,-5158
12.38219839,-34.43373914,23.15141429,-5328
12.39913711,-34.41705817,23.14847059,-5546
12.41607582,-34.40037721,23.14552689,-5631
12.43301453,-34.38369624,23.14258319,-5667
12.44995324,-34.36701528,23.13963949,-5330
12.46689195,-34.35033431,23.13669579,-5176
12.48383067,-34.33365335,23.13375209,-5045
12.50076938,-34.31697238,23.13080839,-4960
12.51770809,-34.30029142,23.12786469,-4937
12.5346468,-34.28361045,23.12492099,-4777
12.55158551,-34.26692949,23.12197729,-4681
12.56852423,-34.25024852,23.11903359,-4575
12.58546294,-34.23356756,23.11608989,-4580
12.60240165,-34.21688659,23.11314619,-4661
12.61934036,-34.20020563,23.11020249,-4818
12.63627907,-34.18352466,23.10725879,-4862
12.65321778,-34.1668437,23.10431509,-4950
12.6701565,-34.15016273,23.10137139,-4998
12.68709521,-34.13348177,23.09842769,-5015
12.70403392,-34.1168008,23.09548399,-5005
12.72097263,-34.10011984,23.09254029,-4994
12.73791134,-34.08343887,23.08959659,-4925
12.75485006,-34.06675791,23.08665289,-4936
12.77178877,-34.05007694,23.08370919,-4960
12.78872748,-34.03339598,23.08076549,-4977
12.80566619,-34.01671501,23.07782179,-5032
12.8226049,-34.00003405,23.07487809,-4624
12.83954362,-33.98335308,23.07193439,-4709
12.85648233,-33.96667212,23.06899069,-4814
12.87342104,-33.94999115,23.06604699,-4908
12.89035975,-33.93331019,23.06310329,-4995
12.90729846,-33.91662922,23.06015959,-5061
12.92423718,-33.89994826,23.05721589,-5022
12.94117589,-33.88326729,23.0542722,-5041
12.9581146,-33.86658633,23.0513285,-5033
12.97505331,-33.84990536,23.0483848,-4993
12.99199202,-33.8332244,23.0454411,-4936
13.00893073,-33.81654343,23.0424974,-4891
13.02586945,-33.79986247,23.0395537,-4700
13.04280816,-33.7831815,23.03661,-4753
13.05974687,-33.76650054,23.0336663,-4829
13.07668558,-33.74981957,23.0307226,-4877
13.09362429,-33.73313861,23.0277789,-4886
13.11056301,-33.71645764,23.0248352,-4853
13.12750172,-33.69977668,23.0218915,-4809
13.14444043,-33.68309571,23.0189478,-4778
13.16137914,-33.66641475,23.0160041,-4845
13.17831785,-33.64973378,23.0130604,-4924
13.19525657,-33.63305282,23.0101167,-4962
13.21219528,-33.61637185,23.007173,-4982
13.22913399,-33.59969089,23.0042293,-5057
13.2460727,-33.58300992,23.0012856,-5078
13.26301141,-33.56632896,22.9983419,-5001
13.27995012,-33.54964799,22.9953982,-4910
13.29688884,-33.53296703,22.9924545,-4929
13.31382755,-33.51628606,22.9895108,-5037
13.33076626,-33.4996051,22.9865671,-5058
13.34770497,-33.48292413,22.9836234,-5010
13.36464368,-33.46624317,22.9806797,-4965
13.3815824,-33.4495622,22.977736,-4921
13.39852111,-33.43288124,22.9747923,-4887
13.41545982,-33.41620027,22.9718486,-4853
13.43239853,-33.39951931,22.9689049,-4856
13.44933724,-33.38283834,22.9659612,-4913
13.46627596,-33.36615738,22.9630175,-5035
13.48321467,-33.34947641,22.9600738,-5169
13.50015338,-33.33279545,22.95713011,-5248
13.51709209,-33.31611448,22.95418641,-5309
13.5340308,-33.29943352,22.95124271,-5374
13.55096952,-33.28275255,22.94829901,-5425
13.56790823,-33.26607159,22.94535531,-5491
13.58484694,-33.24939062,22.94241161,-5527
13.60178565,-33.23270966,22.93946791,-5602
13.61872436,-33.21602869,22.93652421,-5529
13.63566307,-33.19934773,22.93358051,-5482
13.65260179,-33.18266676,22.93063681,-5466
13.6695405,-33.1659858,22.92769311,-5480
13.68647921,-33.14930483,22.92474941,-5463
13.70341792,-33.13262387,22.92180571,-5677
13.72035663,-33.1159429,22.91886201,-5817
13.73729535,-33.09926194,22.91591831,-5764
13.75423406,-33.08258097,22.91297461,-5596
13.77117277,-33.06590001,22.91003091,-5504
13.78811148,-33.04921904,22.90708721,-5500
13.80505019,-33.03253808,22.90414351,-5490
13.82198891,-33.01585711,22.90119981,-5529
13.83892762,-32.99917615,22.89825611,-5628
13.85586633,-32.98249518,22.89531241,-5656
13.87280504,-32.96581422,22.89236871,-5529
13.88974375,-32.94913325,22.88942501,-5539
13.90668247,-32.93245229,22.88648131,-5590
13.92362118,-32.91577132,22.88353761,-5735
13.94055989,-32.89909036,22.88059391,-5963
13.9574986,-32.88240939,22.87765021,-6082
13.97443731,-32.86572843,22.87470651,-5825
13.99137602,-32.84904746,22.87176281,-5533
14.00831474,-32.8323665,22.86881911,-5342
14.02525345,-32.81568553,22.86587541,-5266
14.04219216,-32.79900457,22.86293171,-5316
14.05913087,-32.7823236,22.85998801,-5406
14.07606958,-32.76564264,22.85704432,-5612
14.0930083,-32.74896167,22.85410062,-5567
14.10994701,-32.73228071,22.85115692,-5417
14.12688572,-32.71559974,22.84821322,-5260
14.14382443,-32.69891878,22.84526952,-5192
14.16076314,-32.68223781,22.84232582,-5174
14.17770186,-32.66555685,22.83938212,-5272
14.19464057,-32.64887588,22.83643842,-5253
14.21157928,-32.63219492,22.83349472,-5198
14.22851799,-32.61551395,22.83055102,-5163
14.2454567,-32.59883299,22.82760732,-5223
14.26239541,-32.58215202,22.82466362,-5448
14.27933413,-32.56547106,22.82171992,-5623
14.29627284,-32.54879009,22.81877622,-5796
14.31321155,-32.53210913,22.81583252,-5826
14.33015026,-32.51542816,22.81288882,-5783
14.34708897,-32.4987472,22.80994512,-5698
14.36402769,-32.48206623,22.80700142,-5610
14.3809664,-32.46538527,22.80405772,-5429
14.39790511,-32.4487043,22.80111402,-5347
14.41484382,-32.43202334,22.79817032,-5471
14.43178253,-32.41534237,22.79522662,-5648
14.44872125,-32.39866141,22.79228292,-5733
14.46565996,-32.38198044,22.78933922,-5884
14.48259867,-32.36529948,22.78639552,-5766
14.49953738,-32.34861852,22.78345182,-5633
14.51647609,-32.33193755,22.78050812,-5548
14.53341481,-32.31525659,22.77756442,-5470
14.55035352,-32.29857562,22.77462072,-5375
14.56729223,-32.28189466,22.77167702,-5200
14.58423094,-32.26521369,22.76873332,-5085
14.60116965,-32.24853273,22.76578962,-5027
14.61810836,-32.23185176,22.76284592,-5017
14.63504708,-32.2151708,22.75990223,-5033
14.65198579,-32.19848983,22.75695853,-5067
14.6689245,-32.18180887,22.75401483,-5089
14.68586321,-32.1651279,22.75107113,-5100
14.70280192,-32.14844694,22.74812743,-5109
14.71974064,-32.13176597,22.74518373,-5080
14.73667935,-32.11508501,22.74224003,-5063
14.75361806,-32.09840404,22.73929633,-4986
14.77055677,-32.08172308,22.73635263,-5003
14.78749548,-32.06504211,22.73340893,-5018
14.8044342,-32.04836115,22.73046523,-5038
14.82137291,-32.03168018,22.72752153,-5070
14.83831162,-32.01499922,22.72457783,-4959
14.85525033,-31.99831825,22.72163413,-4968
14.87218904,-31.98163729,22.71869043,-4996
14.88912775,-31.96495632,22.71574673,-5206
14.90606647,-31.94827536,22.71280303,-5403
14.92300518,-31.93159439,22.70985933,-5406
14.93994389,-31.91491343,22.70691563,-5227
14.9568826,-31.89823246,22.70397193,-5291
14.97382131,-31.8815515,22.70102823,-5365
14.99076003,-31.86487053,22.69808453,-5404
15.00769874,-31.84818957,22.69514083,-5423
15.02463745,-31.8315086,22.69219713,-5438
15.04157616,-31.81482764,22.68925343,-5388
15.05851487,-31.79814667,22.68630973,-5370
15.07545359,-31.78146571,22.68336603,-5336
15.0923923,-31.76478474,22.68042233,-5301
15.10933101,-31.74810378,22.67747863,-5298
15.12626972,-31.73142281,22.67453493,-5193
15.14320843,-31.71474185,22.67159123,-5265
15.16014715,-31.69806088,22.66864753,-5335
15.17708586,-31.68137992,22.66570383,-5378
15.19402457,-31.66469895,22.66276013,-5381
15.21096328,-31.64801799,22.65981644,-5354
15.22790199,-31.63133702,22.65687274,-5249
15.2448407,-31.61465606,22.65392904,-5187
15.26177942,-31.59797509,22.65098534,-5218
15.27871813,-31.58129413,22.64804164,-5256
15.29565684,-31.56461316,22.64509794,-5267
15.31259555,-31.5479322,22.64215424,-5251
15.32953426,-31.53125123,22.63921054,-5203
15.34647298,-31.51457027,22.63626684,-5214
15.36341169,-31.4978893,22.63332314,-5245
15.3803504,-31.48120834,22.63037944,-5265
15.39728911,-31.46452737,22.62743574,-5254
15.41422782,-31.44784641,22.62449204,-5307
15.43116654,-31.43116544,22.62154834,-5277
15.44810525,-31.41448448,22.61860464,-5251
15.46504396,-31.39780351,22.61566094,-5264
15.48198267,-31.38112255,22.61271724,-5233
15.49892138,-31.36444158,22.60977354,-5052
15.51586009,-31.34776062,22.60682984,-4859
15.53279881,-31.33107965,22.60388614,-4793
15.54973752,-31.31439869,22.60094244,-4787
15.56667623,-31.29771772,22.59799874,-4827
15.58361494,-31.28103676,22.59505504,-4893
15.60055365,-31.26435579,22.59211134,-4986
15.61749237,-31.24767483,22.58916764,-5179
15.63443108,-31.23099386,22.58622394,-5199
15.65136979,-31.2143129,22.58328024,-5214
15.6683085,-31.19763193,22.58033654,-5230
15.68524721,-31.18095097,22.57739284,-5214
15.70218593,-31.16427,22.57444914,-5044
15.71912464,-31.14758904,22.57150544,-4953
15.73606335,-31.13090807,22.56856174,-4958
15.75300206,-31.11422711,22.56561804,-5048
15.76994077,-31.09754614,22.56267434,-5197
15.78687949,-31.08086518,22.55973065,-5340
15.8038182,-31.06418421,22.55678695,-5330
15.82075691,-31.04750325,22.55384325,-5344
15.83769562,-31.03082228,22.55089955,-5364
15.85463433,-31.01414132,22.54795585,-5382
15.87157304,-30.99746035,22.54501215,-5434
15.88851176,-30.98077939,22.54206845,-5487
15.90545047,-30.96409842,22.53912475,-5368
15.92238918,-30.94741746,22.53618105,-5370
15.93932789,-30.93073649,22.53323735,-5334
15.9562666,-30.91405553,22.53029365,-5287
15.97320532,-30.89737456,22.52734995,-5259
15.99014403,-30.8806936,22.52440625,-5028
16.00708274,-30.86401263,22.52146255,-5113
16.02402145,-30.84733167,22.51851885,-5232
16.04096016,-30.8306507,22.51557515,-5273
16.05789888,-30.81396974,22.51263145,-5337
16.07483759,-30.79728877,22.50968775,-5398
16.0917763,-30.78060781,22.50674405,-5497
16.10871501,-30.76392684,22.50380035,-5565
16.12565372,-30.74724588,22.50085665,-5599
16.14259244,-30.73056491,22.49791295,-5607
16.15953115,-30.71388395,22.49496925,-5599
16.17646986,-30.69720298,22.49202555,-5583
16.19340857,-30.68052202,22.48908185,-5549
16.21034728,-30.66384105,22.48613815,-5518
16.22728599,-30.64716009,22.48319445,-5493
16.24422471,-30.63047912,22.48025075,-5435
16.26116342,-30.61379816,22.47730705,-5381
16.27810213,-30.59711719,22.47436335,-5292
16.29504084,-30.58043623,22.47141965,-5248
16.31197955,-30.56375526,22.46847595,-5237
16.32891827,-30.5470743,22.46553225,-5246
16.34585698,-30.53039333,22.46258856,-5258
